MatchID,InningsNo,Overs,Maidens,Runs,Wickets,Wides,NoBalls,Economy,BowlingOrder,TotalLegalBallsBowled,DotBalls,Ones,Twos,Threes,Fours,Sixes,StrikeRate
70,2,4,0,32,2,1,0,8,3,24,7,12,0,1,4,0,12
70,2,4,0,38,1,2,0,9.5,4,24,9,10,0,0,2,3,24
70,2,2.1,0,24,1,0,0,11.08,5,13,5,4,0,0,2,2,13
70,2,1,0,23,0,1,0,23,6,6,1,0,1,0,2,2,0
73,1,4,0,43,1,2,0,10.75,1,24,11,5,1,0,7,1,24
73,1,4,0,46,1,2,1,11.5,2,24,11,3,4,0,5,2,24
73,1,2,0,27,0,0,0,13.5,3,12,4,3,0,0,3,2,0
73,1,4,0,15,0,0,0,3.75,4,24,10,13,1,0,0,0,0
73,1,4,0,43,1,1,0,10.75,5,24,4,14,0,0,4,2,24
73,1,2,0,14,1,1,0,7,6,12,4,5,2,0,1,0,12
73,2,4,0,38,1,0,0,9.5,1,24,8,6,4,0,6,0,24
73,2,3.3,0,40,0,1,0,11.43,2,21,10,5,0,0,4,3,0
73,2,4,0,40,0,3,0,10,3,24,5,13,1,0,4,1,0
73,2,4,0,32,0,0,0,8,4,24,5,16,0,0,1,2,0
73,2,4,0,40,1,3,1,10,5,24,4,14,1,0,5,0,24
74,1,4,0,25,1,1,0,6.25,1,24,13,5,3,1,1,1,24
74,1,4,0,54,0,0,1,13.5,2,24,7,7,1,0,8,2,0
74,1,4,0,39,1,1,0,9.75,3,24,4,14,1,0,4,1,24
74,1,4,0,44,1,2,0,11,4,24,10,6,1,0,7,1,24
74,1,4,0,45,1,1,0,11.25,5,24,8,8,2,0,2,4,24
74,2,4,0,41,1,2,0,10.25,1,24,10,8,1,0,1,4,24
74,2,4,0,43,3,3,0,10.75,2,24,11,5,1,1,3,3,8
74,2,4,0,35,0,2,0,8.75,3,24,6,13,2,0,2,2,0
74,2,4,0,42,1,0,0,10.5,4,24,5,14,0,0,1,4,24
74,2,4,0,25,1,3,0,6.25,5,24,11,12,0,0,1,1,24
75,1,4,0,28,1,0,0,7,1,24,13,5,1,1,3,1,24
75,1,4,0,22,3,1,0,5.5,2,24,17,3,0,0,5,1,8
75,1,4,0,23,3,1,0,5.75,3,24,10,10,2,0,2,0,8
75,1,4,0,31,1,1,0,7.75,4,24,5,16,1,0,0,2,24
75,1,4,0,45,0,4,0,11.25,5,24,2,17,1,0,1,3,0
75,2,2,0,31,0,0,0,15.5,1,12,5,1,0,0,3,3,0
75,2,4,0,23,2,0,0,5.75,2,24,12,7,2,0,3,0,12
75,2,3,0,17,0,0,0,5.67,3,18,5,9,4,0,0,0,0
75,2,2,0,35,0,0,0,17.5,4,12,2,3,1,0,3,3,0
75,2,3.1,0,29,0,0,0,9.16,5,19,6,9,0,0,2,2,0
75,2,4,0,26,1,0,0,6.5,6,24,11,10,0,0,1,2,24
76,1,4,0,33,1,0,0,8.25,1,24,12,4,2,1,4,1,24
76,1,3,0,18,1,0,0,6,2,18,9,6,1,0,1,1,18
76,1,3,0,22,0,0,0,7.33,3,18,5,10,0,0,3,0,0
76,1,4,0,18,1,0,0,4.5,4,24,9,14,0,0,1,0,24
76,1,4,0,17,3,0,0,4.25,5,24,14,7,1,0,2,0,8
76,1,2,0,20,2,0,0,10,6,12,3,6,1,0,0,2,6
76,2,4,1,14,1,2,0,3.5,1,24,17,4,2,0,1,0,24
76,2,4,0,40,1,2,0,10,2,24,13,2,3,0,6,1,24
76,2,4,0,20,1,0,0,5,3,24,10,10,3,0,1,0,24
76,2,3.1,0,26,0,0,0,8.21,4,19,5,10,1,0,2,1,0
76,2,3,0,32,0,0,0,10.67,5,18,2,10,3,0,1,2,0
